🚓	polizei|polizeiwagen|streifenwagen|5–0|car|cops|patrol|police|police car
🚑	krankenwagen|ambulance|emergency|vehicle
🚒	brand|feuerwehrauto|löschfahrzeug|engine|fire|truck|fire engine
🚐	kleinbus|bus|drive|minibus|van|vehicle
🚚	lastwagen|lieferwagen|lkw|car|delivery|drive|truck|vehicle|delivery truck
🚛	sattelzug|articulated|car|drive|lorry|move|semi|truck|vehicle|articulated lorry
🚜	traktor|tractor|vehicle
🏍	motorrad|motorcycle|racing
🚲	fahrrad|bicycle|bike|class|cycle|cycling|cyclist|gang|ride|spin|spinning
🛴	tretroller|kick|scooter|kick scooter
🚨	polizeilicht|alarm|alert|beacon|car|emergency|light|police|revolving|siren|police car light
🚔	polizeiwagen von vorne|car|oncoming|police|oncoming police car
🚍	bus von vorne|bus|cars|oncoming|oncoming bus
🚘	auto von vorne|automobile|car|cars|drove|oncoming|vehicle|oncoming automobile
🚖	taxi von vorne|cab|cabbie|cars|drove|hail|oncoming|taxi|yellow|oncoming taxi
🚡	bergseilbahn|gondel|seilbahn|aerial|cable|car|gondola|ropeway|tramway|aerial tramway
🚠	bergschwebebahn|schwebebahn|cable|cableway|gondola|lift|mountain|ski|mountain cableway
🚟	hängebahn|schwebebahn|railway|suspension|suspension railway
🚃	eisenbahnwagen|car|electric|railway|train|tram|travel|trolleybus|railway car
🚋	straßenbahnwagen|bus|car|tram|trolley|trolleybus|tram car
🚞	bergbahn|car|mountain|railway|trip|mountain railway
🚝	einschienenbahn|monorail|vehicle
🚄	hochgeschwindigkeitszug mit spitzer nase|high-speed|railway|shinkansen|speed|train|high-speed train
🚅	hochgeschwindigkeitszug|bullet|high-speed|nose|railway|shinkansen|speed|train|travel|bullet train
🚈	s-bahn|arrived|light|monorail|rail|railway|light rail
🚂	dampflokomotive|caboose|engine|locomotive|railway|steam|train|trains|travel
🚆	zug|arrived|choo|railway|train
🚇	metro|u-bahn|subway|travel
🚊	straßenbahn|tram|trolleybus
🚉	bahnhof|railway|station|train
✈	flieger|flugzeug|aeroplane|airplane|fly|flying|jet|plane|travel
🛫	abflug|aeroplane|airplane|check-in|departure|departures|plane|airplane departure
🛬	landung eines flugzeugs|aeroplane|airplane|arrival|arrivals|arriving|landing|plane|airplane arrival
💺	sitzplatz|chair|seat
🚀	rakete|launch|rocket|rockets|space|travel
🚁	hubschrauber|copter|helicopter|roflcopter|travel|vehicle
⛵	boot|segelboot|boat|resort|sailboat|sailing|sea|yacht
🚤	schnellboot|billionaire|boat|lake|luxury|millionaire|speedboat|summer|travel
🚢	schiff|boat|passenger|ship|travel
⚓	anker|hafen|meer|anchor|ship|tool
🚧	baustellenabsperrung|barrier|construction
🚦	vertikale verkehrsampel|drove|intersection|light|signal|stop|stoplight|traffic|vertical|vertical traffic light
🚥	horizontale verkehrsampel|horizontal|intersection|light|signal|stop|stoplight|traffic|horizontal traffic light
🗺	weltkarte|map|world|world map
🗽	amerika|freiheit|freiheitsstatue|liberty|new|ny|nyc|statue|york|statue of liberty
🗼	fernsehturm|tokio|tokyo tower|tokyo|tower
🏰	schloss|building|castle|european
🏯	japanisches schloss|building|castle|japanese|japanese castle
🏟	arena|stadion|stadium
🎡	freizeitpark|rad|riesenrad|volksfest|amusement|ferris|park|theme|wheel|ferris wheel
🎢	achterbahn|freizeitpark|volksfest|amusement|coaster|park|roller|theme|roller coaster
🎠	karussellpferd|carousel|entertainment|horse|carousel horse
⛲	brunnen|garten|park|springbrunnen|fountain
🏖	meer|sonnenschirm|strand|strand mit sonnenschirm|beach|umbrella|beach with umbrella
🏝	einsame insel|desert|island|desert island
🏜	wüste|desert
🌋	vulkan|eruption|mountain|nature|volcano
⛰	berg|gebirge|mountain
🏔	schneebedeckter berg|cold|mountain|snow|snow-capped|snow-capped mountain
🏕	campen|camping|zelt|zelten
🏠	gebäude|haus|zuhause|building|country|heart|home|house|ranch|settle|simple|suburban|suburbia|where
🏡	haus mit garten|building|country|garden|heart|home|house|ranch|settle|simple|suburban|suburbia|where|house with garden
🏢	bürogebäude|hochhaus|building|city|cubical|job|office|office building
🏬	einkaufen|gebäude|geschäft|kaufhaus|shoppen|building|department|store|department store
🏥	krankenhaus|building|doctor|hospital|medicine
🏦	bank|gebäude|geld|building
🏨	gebäude|hotel|übernachten|unterkunft|building
🏫	gebäude|schule|schulgebäude|building|school
⛪	christ|christentum|christlich|gebäude|kirche|kreuz|religion|bless|chapel|christian|church|cross
🕌	islam|moschee|moslem|muslim|religion|masjid|mosque
🕍	jude|jüdisch|religion|synagoge|tempel|jew|jewish|judaism|synagogue|temple
⌚	armbanduhr|clock|time|watch
📱	mobiltelefon|cell|communication|mobile|phone|telephone|mobile phone
💻	laptop|computer|office|pc|personal
⌨	tastatur|computer|keyboard
🖥	desktopcomputer|computer|desktop|monitor|desktop computer
🖨	computer|drucker|printer
🖱	computermaus|computer|mouse|computer mouse
💽	minidisc|computer|disk|minidisk|optical|computer disk
💾	datenträger|diskette|computer|disk|floppy|floppy disk
💿	blu-ray|cd|dvd|computer|disk|optical|optical disk
📷	fotoapparat|fotos|kamera|camera|photo|selfie|snap|tbt|trip|video
📸	blitz|fotoapparat|fotoapparat mit blitz|camera|flash|video|camera with flash
📹	videokamera|camcorder|camera|tbt|video|video camera
🎥	film|filmkamera|kino|unterhaltung|bollywood|camera|cinema|hollywood|movie|record|movie camera
📽	filmprojektor|kino|unterhaltung|cinema|film|movie|projector|video|film projector
🎞	film|filmband|filmstreifen|kino|cinema|frames|movie|film frames
📞	telefonhörer|communication|phone|receiver|telephone|voip|telephone receiver
☎	telefon|phone|telephone
📟	pager|communication
📠	faxgerät|communication|fax|machine|fax machine
📺	fernseher|television|tv|video
📻	musik|radio|entertainment|tbt|video
🔋	akku|batterie|battery
🔌	netzstecker|stecker|stromstecker|electric|electricity|plug|electric plug
💡	glühbirne|bulb|comic|electric|idea|light|light bulb
🔦	lampe|licht|taschenlampe|electric|flashlight|light|tool|torch
🕯	kerze|licht|candle|light
💸	geldschein mit flügeln|bank|banknote|bill|billion|cash|dollar|fly|million|money|note|pay|wings|money with wings
💵	dollar-banknote|bank|banknote|bill|currency|dollar|money|note|dollar banknote
💴	geld|geldschein|yen|yen-banknote|bank|banknote|bill|currency|money|note|yen banknote
💶	euro|euro-banknote|euroschein|geld|geldschein|100|bank|banknote|bill|currency|money|note|rich|euro banknote
💷	geld|geldschein|pfund|pfund-banknote|bank|banknote|bill|billion|cash|currency|money|note|pound|pounds|pound banknote
💰	geldsack|bag|bank|bet|billion|cash|cost|dollar|gold|million|money|moneybag|paid|paying|pot|rich|win|money bag
💳	kreditkarte|bank|card|cash|charge|credit|money|pay|credit card
💎	diamant|edelstein|diamond|engagement|gem|jewel|money|romance|stone|wedding|gem stone
⚖	gerechtigkeit|gewicht|waage|werkzeug|wiegen|balance|justice|libra|scale|scales|tool|weight|zodiac|balance scale
🔧	schraubenschlüssel|werkzeug|home|improvement|spanner|tool|wrench
🔨	hammer|werkzeug|home|improvement|repairs|tool
⚒	hammer und pickel|hammer|pick|tool|hammer and pick
⛏	pickel|werkzeug|hammer|mining|pick|tool
🔩	mutter und schraube|schraube|bolt|home|improvement|nut|tool|nut and bolt
⚙	werkzeug|zahnrad|cog|cogwheel|gear|tool
🔫	pistole|revolver|waffe|wasserpistole|gun|handgun|pistol|tool|water|weapon|water pistol
💣	bombe|bomb|boom|comic|dangerous|explosion|hot
🔪	küchenmesser|messer|schneiden|chef|cooking|hocho|kitchen|knife|tool|weapon|kitchen knife
🗡	dolch|dagger|knife|weapon
⚔	gekreuzte schwerter|crossed|swords|weapon|crossed swords
🛡	schild|schutzschild|shield|weapon
🚬	zigarette|cigarette|smoking
⚰	sarg|coffin|dead|death|vampire
🏺	amphore|gefäß|kochen|krug|sternzeichen|tierkreis|trinken|vase|wassermann|amphora|aquarius|cooking|drink|jug|tool|weapon|zodiac
🔮	kristallkugel|ball|crystal|fairy|fairytale|fantasy|fortune|future|magic|tale|tool|crystal ball
📿	gebetskette|beads|clothing|necklace|prayer|religion|prayer beads
💈	barbershop-säule|barber|cut|fresh|haircut|pole|shave|barber pole
🔭	teleskop|contact|extraterrestrial|science|telescope|tool
🔬	mikroskop|experiment|lab|microscope|science|tool
💊	kapsel|doctor|drugs|medicated|medicine|pill|pills|sick|vitamin
💉	spritze|doctor|flu|medicine|needle|shot|sick|syringe|tool|vaccination
🩸	blutstropfen|bleed|blood|donation|drop|injury|medicine|menstruation|drop of blood
🌡	temperatur|thermometer|wetter|weather
🌐	breitengrad|globus mit meridianen|längengrad|earth|globe|internet|meridians|web|world|worldwide|globe with meridians
📈	aufwärtstrend|diagramm|kurve|steigend|chart|data|graph|growth|increasing|right|trend|up|upward|chart increasing
📉	abwärtstrend|diagramm|fallend|kurve|chart|data|decreasing|down|downward|graph|negative|trend|chart decreasing
📊	balken|balkendiagramm|diagramm|bar|chart|data|graph|bar chart
📚	bücherstapel|book|books|education|fantasy|knowledge|library|novels|reading|school|study
📖	offenes buch|book|education|fantasy|knowledge|library|novels|open|reading|open book
📕	geschlossenes buch|book|closed|education|closed book
📗	grünes buch|book|education|fantasy|green|library|reading|green book
📘	blaues buch|blue|book|education|fantasy|library|reading|blue book
📙	orangefarbenes buch|book|education|fantasy|library|orange|reading|orange book
📓	notizbuch|notizen|notebook
📔	einband|notizbuch|notizbuch mit dekorativem einband|book|cover|decorated|decorative|education|notebook|school|writing|notebook with decorative cover
📒	notizblock|spiralblock|ledger|notebook
📃	teilweise eingerolltes blatt|curl|document|page|paper|page with curl
📜	papier|schriftrolle|paper|scroll
📄	dokument|papier|seite|vorderseite eines blattes|document|facing|page|paper|up|page facing up
📰	zeitung|communication|news|newspaper|paper
🗞	zusammengerollte zeitung|news|newspaper|paper|rolled|rolled-up|rolled-up newspaper
📑	notizen|pagemarker|bookmark|mark|marker|tabs|bookmark tabs
🔖	lesezeichen|bookmark|mark
🏷	etikett|label|marke|tag
💼	aktentasche|tasche|briefcase|office
📁	ordner|file|folder|file folder
📂	geöffneter ordner|file|folder|open|open file folder
🗂	karteireiter|card|dividers|index|card index dividers
📅	kalender|calendar|date
📆	abreißkalender|calendar|tear-off|tear-off calendar
🗒	notizblock|note|notepad|pad|spiral|spiral notepad
🗓	kalender|spiralkalender|calendar|pad|spiral|spiral calendar
📇	rotationskartei|visitenkarten|card|index|old|rolodex|school|card index
❤	herz|rotes herz|emotion|heart|love|red|red heart
🧡	herz|liebe|orange|oranges herz|143|heart|orange heart
💛	gefühl|gelb|herz|herzlich|liebe|gelbes herz|143|cardiac|emotion|heart|ily|love|yellow|yellow heart
💚	gefühl|grün|herz|liebe|romantisch|grünes herz|143|emotion|green|heart|ily|love|romantic|green heart
💙	blau|gefühl|herz|liebe|romantisch|blaues herz|143|blue|emotion|heart|ily|love|romance|blue heart
💜	beste|gefühl|hdl|herz|liebe|lila|lilafarben|violett|lila herz|143|bestest|emotion|heart|ily|love|purple|purple heart
🖤	böse|herz|schwarz|schwarzes herz|black|evil|heart|wicked|black heart
🤍	herz|weiß|weißes herz|143|heart|white|white heart
🤎	braun|braunes herz|herz|143|brown|heart|brown heart
💔	allein|gebrochen|gefühl|herz|herzschmerz|liebeskummer|schmerz|traurig|trennung|zerbrochen|gebrochenes herz|break|broken|crushed|emotion|heart|heartbroken|lonely|sad|broken heart
❣	ausrufezeichen|herz|herz als ausrufezeichen|satzzeichen|bang|exclamation|heart|heavy|mark|punctuation|heart exclamation
💕	date|gefühl|herz|herzen|hochzeitstag|jahrestag|küsschen|küsse|liebe|rendezvous|xoxo|zwei|zwei herzen|143|anniversary|dating|emotion|heart|hearts|ily|kisses|love|loving|two|two hearts
💞	emotion|gefühl|herz|herzen|hochzeitstag|jahrestag|kreisen|liebe|süß|kreisende herzen|143|adorbs|anniversary|heart|hearts|revolving|revolving hearts
💓	gefühl|herz|herzschlag|liebe|puls|pulsieren|schlagen|schlagendes herz|143|beating|cardio|emotion|heart|heartbeat|ily|love|pulsating|pulse|beating heart
💗	aufregung|gefühl|herz|herzschlag|küsschen|küsse|liebe|nervös|nervosität|puls|wachsen|xoxo|wachsendes herz|143|emotion|excited|growing|heart|heartpulse|ily|kisses|muah|nervous|pulse|growing heart
💖	aufregung|funkeln|gefühl|glitzern|herz|liebe|morgen|nacht|rosa|xoxo|funkelndes herz|143|emotion|excited|good|heart|ily|kisses|morning|night|sparkle|sparkling|sparkling heart
💘	herz|herz mit pfeil|liebe|pfeil|143|adorbs|arrow|cupid|date|emotion|heart|ily|love|romance|valentine|heart with arrow
💝	herz|hochzeitstag|jahrestag|küsschen|küsse|liebe|schleife|valentinstag|xoxo|herz mit schleife|143|anniversary|emotion|heart|ily|kisses|ribbon|valentine|heart with ribbon
💟	deko|emotion|gefühl|herz|herzdekoration|liebe|lila|violett|weiß|143|decoration|heart|hearth|purple|white|heart decoration
☮	friedensbewegung|friedenssymbol|friedenszeichen|healing|peace|peaceful|symbol|peace symbol
✝	christentum|kreuz|lateinisch|religion|römisch|lateinisches kreuz|christ|christian|cross|latin|latin cross
☪	hilal|islam|muslim|religion|stern|hilal und stern|crescent|ramadan|star|star and crescent
🕉	hinduismus|om|religion|hindu
☸	buddhismus|dharma|dharma-rad|buddhist|religion|wheel|wheel of dharma
✡	davidstern|jüdisch|religion|david|jew|jewish|judaism|star|star of david
🔯	hexagramm mit punkt|wahrsager|dotted|fortune|jewish|judaism|six-pointed|star|dotted six-pointed star
☯	daoismus|religion|yang|yin|yin und yang|difficult|lives|tao|taoist|total|yinyang|yin yang
⛎	schlagenträger|schlangenträger|sternbild|bearer|ophiuchus|serpent|snake|zodiac
♈	sternzeichen|widder|widder (sternzeichen)|aries|horoscope|ram|zodiac
♉	horoskop|sternzeichen|stier|stier (sternzeichen)|bull|horoscope|ox|taurus|zodiac
♊	zwillinge (sternzeichen)|gemini|horoscope|twins|zodiac
♋	krebs (sternzeichen)|cancer|crab|horoscope|zodiac
♌	löwe (sternzeichen)|horoscope|leo|lion|zodiac
♍	jungfrau (sternzeichen)|horoscope|virgo|zodiac
♎	waage (sternzeichen)|balance|horoscope|justice|libra|scales|zodiac
♏	skorpion (sternzeichen)|horoscope|scorpio|scorpion|scorpius|zodiac
♐	schütze|schütze (sternzeichen)|sternzeichen|archer|horoscope|sagittarius|zodiac
♑	steinbock|steinbock (sternzeichen)|sternzeichen|capricorn|goat|horoscope|zodiac
♒	wassermann (sternzeichen)|aquarius|bearer|horoscope|water|zodiac
♓	fische (sternzeichen)|fish|horoscope|pisces|zodiac
⚛	atheist|atom|atomzeichen|symbol|atom symbol
☢	radioaktiv|radioactive|sign
☣	biogefährdung|zeichen|biohazard|sign
✴	*|achtstrahliger stern|stern|eight-pointed|star|eight-pointed star
ℹ	buchstabe „i“ in blauem quadrat|i|information
✔	kräftiges häkchen|✓|check|checked|checkmark|done|heavy|mark|tick|check mark
✖	×|abbrechen|mal|multiplikation|multiplikationszeichen|multiplizieren|x|cancel|multiplication|multiply|sign
‼	doppeltes ausrufezeichen|!|!!|bangbang|double|exclamation|mark|punctuation|double exclamation mark
⁉	ausrufe- und fragezeichen|ausrufezeichen|fragezeichen|rot|satzzeichen|!|!?|?|exclamation|interrobang|mark|punctuation|question|exclamation question mark
❓	rotes fragezeichen|?|mark|punctuation|question|red|red question mark
❔	weißes fragezeichen|?|mark|outlined|punctuation|question|white|white question mark
❕	weißes ausrufezeichen|!|bang|exclamation|mark|outlined|punctuation|white|white exclamation mark
❗	!|ausrufezeichen|rot|satzzeichen|rotes ausrufezeichen|bang|exclamation|mark|punctuation|red|red exclamation mark
💲	dollarzeichen extrafett|billion|cash|charge|currency|dollar|heavy|million|money|pay|sign|heavy dollar sign
♻	recycling-symbol|recycle|recycling|symbol|recycling symbol
🔱	dreizack|anchor|emblem|poseidon|ship|tool|trident|trident emblem
⭕	hohler roter kreis|circle|heavy|hollow|large|o|red|hollow red circle
✅	weißes häkchen|✓|button|check|checked|checkmark|complete|completed|done|fixed|mark|tick|check mark button
☑	abgehaktes kästchen|✓|ballot|box|check|checked|done|off|tick|check box with check
❌	kreuzzeichen|×|cancel|cross|mark|multiplication|multiply|x|cross mark
❎	angekreuztes kästchen|×|button|cross|mark|multiplication|multiply|square|x|cross mark button
🔴	ball|punkt|rot|roter punkt|circle|geometric|red|red circle
🟠	oranger punkt|circle|orange|orange circle
🟡	gelber punkt|circle|yellow|yellow circle
🟢	grüner punkt|circle|green|green circle
🔵	blauer punkt|blue|circle|geometric|blue circle
🟣	lila punkt|circle|purple|purple circle
⚪	weißer punkt|circle|geometric|white|white circle
⚫	schwarzer punkt|black|circle|geometric|black circle
🔺	rotes dreieck mit der spitze nach oben|geometric|pointed|red|triangle|up|red triangle pointed up
🔻	abwärts|dreieck|rot|rotes dreieck mit der spitze nach unten|down|geometric|pointed|red|triangle|red triangle pointed down
🔶	große orangefarbene raute|diamond|geometric|large|orange|large orange diamond
🔷	große blaue raute|blue|diamond|geometric|large|large blue diamond
🔸	kleine orangefarbene raute|diamond|geometric|orange|small|small orange diamond
🔹	kleine blaue raute|blue|diamond|geometric|small|small blue diamond
💯	100|100 punkte|punktestand|volle punktzahl|a+|agree|clearly|definitely|faithful|fleek|full|hundred|keep|perfect|point|score|true|truth|yup|hundred points
🔞	erwachsene|minderjährige verboten|mindestalter|nicht jugendfrei|zeichen mit durchgestrichener 18|18|age|eighteen|forbidden|no|not|one|prohibited|restriction|underage|no one under eighteen
📵	handy|mobiltelefon|mobiltelefone verboten|verbot|cell|forbidden|mobile|no|not|phone|phones|prohibited|telephone|no mobile phones
🚭	rauchen verboten|rauchverbot|zigarette|forbidden|no|not|prohibited|smoke|smoking|no smoking
